id,id,tuits_ideas,#palabras,#longitud_ideas_tuits,tuit_o_idea,#etiquetadores,conoce_fuente,hecho_prom,contraar_prom,opinion_prom,argumento_prom,hecho_sum,contraar_sum,opinion_sum,argumento_sum,#menciones,#hashtags,#urls,replies_count,retweets_count,likes_count,reply_to
267,1,55756E+18,Q pobre hijo de p.... 📌 En 14 meses se destruyó la Salud pública se quebró al IESS se convirtió a la Policía y FFAA en partido político la inseguridad no para la delincuencia hace de las suyas y el narcotráfico hace del País su bodega de almacenamiento Un Presidente q da un ⬇️,54,278,0,1,0,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1,12,13,1
268,1,55756E+18,➡️ discurso ante NADIE puede mentir de forma descarada #LassoEsUnFracaso demostrar ser incapaz como candidato hoy Presidente lo ratifica 14 meses de corrupción delincuencia organizada y bandas delincuenciales q venden cargos públicos reparten el País y un Vicepresidente ausente,39,278,0,2,1,3.50,0.00,3.00,3.50,4.50,0.00,2.00,0.50,0,1,0,0,10,9,1
269,1,55756E+18,➡️ discurso ante NADIE puede mentir de forma descarada #LassoEsUnFracaso demostrar ser incapaz como candidato hoy Presidente lo ratifica 14 meses de corrupción delincuencia organizada y bandas delincuenciales q venden cargos públicos reparten el País y un Vicepresidente ausente,39,278,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,1,0,0,10,9,1
270,1,55756E+18,En qué mundo vive???,4,20,0,2,0,2.50,0.00,5.00,0.50,12.50,0.00,0.00,0.50,0,0,0,0,0,1,2
271,1,55756E+18,En qué mundo vive???,4,20,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
272,1,55756E+18,@LassoGuillermo Pues si, la delincuencia y la inseguridad anda libre y usted qué no hace nada para remediarlo. En qué mundo vive???,22,131,1,2,1,0.50,2.50,3.50,4.00,0.50,12.50,4.50,0.00,1,0,0,0,0,1,2
273,1,55756E+18,@LassoGuillermo Pues si, la delincuencia y la inseguridad anda libre y usted qué no hace nada para remediarlo. En qué mundo vive???,22,131,1,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
274,1,55756E+18,@LassoGuillermo Pues si, la delincuencia y la inseguridad anda libre y usted qué no hace nada para remediarlo,18,109,0,2,1,1.50,2.50,2.50,1.50,0.50,12.50,4.50,4.50,1,0,0,0,0,1,2
275,1,55756E+18,@LassoGuillermo Pues si, la delincuencia y la inseguridad anda libre y usted qué no hace nada para remediarlo,18,109,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
276,1,55757E+18,X2, Gracias por Las masacres carcelarias Desempleo , Delincuencia, las medicinas que brillan por su aucencia, consejero Aparicio Caicedo, Reforma tributaria ( que pactó con ya sabe quien ), Raúl González, candidato de la terna para superintendente de bancos, Pandora y Pons .,43,275,0,1,1,5.00,0.00,4.00,4.00,0.00,0.00,0.00,0.00,0,0,0,0,1,0,1
277,1,55757E+18,X2, Gracias por Las masacres carcelarias Desempleo , Delincuencia, las medicinas que brillan por su aucencia, consejero Aparicio Caicedo, Reforma tributaria ( que pactó con ya sabe quien ), Raúl González, candidato de la terna para superintendente de bancos, Pandora y Pons .,43,275,0,2,0,3.00,0.00,5.00,2.50,8.00,0.00,0.00,12.50,0,0,0,0,1,0,1
278,1,55759E+18,@ernestosamperp @MashiRafael @LassoGuillermo @JorgeGlas Ah sido amigo íntimo y defensor del guerrillero asesino de Petro pues!! qué clase de moral puede tener un hombre que apoya la guerrilla colombiana y el asesinato de sus propios compatriotas por causa,38,255,0,1,1,2.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,4,0,0,0,3,9,5
279,1,55759E+18,@ernestosamperp @MashiRafael @LassoGuillermo @JorgeGlas Ah sido amigo íntimo y defensor del guerrillero asesino de Petro pues!! qué clase de moral puede tener un hombre que apoya la guerrilla colombiana y el asesinato de sus propios compatriotas por causa,38,255,0,2,0,2.50,0.00,5.00,2.50,12.50,0.00,0.00,0.50,4,0,0,0,3,9,5
280,1,55767E+18,@LassoGuillermo Vea don inútil, que hizo más que en 14 años, usted en este tiempo destruyó lo que se hizo en 14 años, no hay parecatmol en los hospitales, delincuencia está en auge, sus consejeros todos unos corruptos repartiendo cargos manipulando otras,42,254,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
281,1,55767E+18,@LassoGuillermo Vea don inútil, que hizo más que en 14 años, usted en este tiempo destruyó lo que se hizo en 14 años, no hay parecatmol en los hospitales, delincuencia está en auge, sus consejeros todos unos corruptos repartiendo cargos manipulando otras,42,254,0,1,1,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
282,1,55767E+18,@LassoGuillermo Vea don inútil, que hizo más que en 14 años, usted en este tiempo destruyó lo que se hizo en 14 años, no hay parecatmol en los hospitales, delincuencia está en auge, sus consejeros todos unos corruptos repartiendo cargos manipulando otras,42,254,0,1,1,2.00,0.00,4.00,3.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
283,1,55767E+18,@LassoGuillermo Vea don inútil, que hizo más que en 14 años, usted en este tiempo destruyó lo que se hizo en 14 años, no hay parecatmol en los hospitales, delincuencia está en auge, sus consejeros todos unos corruptos repartiendo cargos manipulando otras,42,254,0,1,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
284,1,55767E+18,@LassoGuillermo Vea don inútil, que hizo más que en 14 años, usted en este tiempo destruyó lo que se hizo en 14 años, no hay parecatmol en los hospitales, delincuencia está en auge, sus consejeros todos unos corruptos repartiendo cargos manipulando otras,42,254,0,2,0,5.00,0.00,5.00,1.50,0.00,0.00,0.00,4.50,1,0,0,0,0,1,2
285,1,55769E+18,@elcomerciocom Urge cambio de leyes en el país ya sea cadena perpetua o pena de muerte. Salen de los hoteles de lujo a segir delinquiendo...la delincuencia se toma el país y no hay quien nos defienda,36,199,1,1,1,1.00,0.00,5.00,2.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
286,1,55769E+18,Salen de los hoteles de lujo a segir delinquiendo,9,49,0,1,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
287,1,55769E+18,la delincuencia se toma el país y no hay quien nos defienda,12,59,0,1,1,0.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
288,1,55769E+18,@elcomerciocom Urge cambio de leyes en el país ya sea cadena perpetua o pena de muerte,16,86,0,1,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
289,1,55769E+18,Salen de los hoteles de lujo a segir delinquiendo,9,49,0,1,0,4.00,0.00,3.00,0.00,2.00,0.00,0.00,0.00,0,0,0,0,0,1,2
290,1,55769E+18,la delincuencia se toma el país y no hay quien nos defienda,12,59,0,1,0,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
291,1,55769E+18,@elcomerciocom Urge cambio de leyes en el país ya sea cadena perpetua o pena de muerte,16,86,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
292,1,55769E+18,Y Ud ni dice ni hace,6,20,0,1,0,2.50,0.00,5.00,0.00,12.50,0.00,0.00,0.00,0,0,0,0,0,1,2
293,1,55769E+18,@LassoGuillermo Que es una burla???? No hay medicinas, policía sometida por la delincuencia, IESS necesita ayuda esta quebrando, el nacotrafico más vigente que nunca, trófico de influencias en sus narices, jueces corruptos, etc,33,227,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
294,1,55769E+18,@LassoGuillermo Que es una burla???? No hay medicinas, policía sometida por la delincuencia, IESS necesita ayuda esta quebrando, el nacotrafico más vigente que nunca, trófico de influencias en sus narices, jueces corruptos, etc. Etc. Y Ud ni dice ni hace,40,254,0,1,1,2.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
295,1,55769E+18,@LassoGuillermo Que es una burla???? No hay medicinas, policía sometida por la delincuencia, IESS necesita ayuda esta quebrando, el nacotrafico más vigente que nunca, trófico de influencias en sus narices, jueces corruptos, etc,33,227,0,1,0,5.00,0.00,5.00,4.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
296,1,55769E+18,@LassoGuillermo Que es una burla???? No hay medicinas, policía sometida por la delincuencia, IESS necesita ayuda esta quebrando, el nacotrafico más vigente que nunca, trófico de influencias en sus narices, jueces corruptos, etc. Etc. Y Ud ni dice ni hace,40,254,0,2,0,5.00,0.00,5.00,4.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
297,1,5577E+18,@elcomerciocom X delincuentes como este debería haber pena de muerte y cadena perpetua o prefieren defender ddhh de ratas, ecuador se desmorona delincuencia corrupción NO SABES CON QUIEN ESTÁS””,29,194,0,1,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,2
298,1,5577E+18,@elcomerciocom X delincuentes como este debería haber pena de muerte y cadena perpetua o prefieren defender ddhh de ratas, ecuador se desmorona delincuencia corrupción NO SABES CON QUIEN ESTÁS””,29,194,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,2
299,1,5577E+18,En q país vivimos,4,17,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,1,1
300,1,5577E+18,En q país vivimos,4,17,0,1,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,1,1,1
301,1,5577E+18,Estamos atestados d criminalidad, pese a q la @PoliciaEcuador hace su mayor esfuerzo, nuestras leyes blandengues, jueces y fiscales q están + a favor d la delincuencia con un aparataje legal corrompido, no ayudan en ¡nada! 😡😡 @kravmagakidon @malenasofiamf https://t,40,267,0,1,1,2.00,0.00,5.00,4.00,0.00,0.00,0.00,0.00,3,0,1,0,1,1,1
302,1,5577E+18,En q país vivimos. Estamos atestados d criminalidad, pese a q la @PoliciaEcuador hace su mayor esfuerzo, nuestras leyes blandengues, jueces y fiscales q están + a favor d la delincuencia con un aparataje legal corrompido, no ayudan en ¡nada! 😡😡 @kravmagakidon @malenasofiamf https://t.co/ooaLsoIfiP,44,300,0,1,1,1.00,0.00,5.00,4.00,0.00,0.00,0.00,0.00,3,0,1,0,1,1,1
303,1,5577E+18,En q país vivimos. Estamos atestados d criminalidad, pese a q la @PoliciaEcuador hace su mayor esfuerzo, nuestras leyes blandengues, jueces y fiscales q están + a favor d la delincuencia con un aparataje legal corrompido, no ayudan en ¡nada! 😡😡 @kravmagakidon @malenasofiamf https://t.co/ooaLsoIfiP,44,300,0,1,0,5.00,4.00,5.00,0.50,0.00,0.00,0.00,0.50,3,0,1,0,1,1,1
304,1,55771E+18,@Danielsalcan_ Esta delincuencia es consecuencia de la política utilizada por tú líder negativo que gobernó al país por mucho tiempo y que cultivó el narcotrafico y delincuencia, es más en su gobierno hubieron funcionarios que fueron subversivos y pana de,40,255,0,1,1,0.00,0.00,4.00,5.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,2
305,1,55771E+18,@Danielsalcan_ Esta delincuencia es consecuencia de la política utilizada por tú líder negativo que gobernó al país por mucho tiempo y que cultivó el narcotrafico y delincuencia, es más en su gobierno hubieron funcionarios que fueron subversivos y pana de,40,255,0,2,0,3.00,0.00,5.00,4.00,8.00,0.00,0.00,2.00,1,0,0,0,0,0,2
306,1,55771E+18,@MashiRafael Y DONDE ESTA TODA LA PLATA QUE HABLA ES POBRE SUJETO O QUE SE FUMÓ PARA FUMAR YO TAMBIÉN NO HAY MEDICINAS EN LOS HOSPITALES LA EDUCACIÓN ESAT POR LOS SUELOS NO HAY TRABAJO LA DELINCUENCIA ES PAN DE CADA DÍA Y ESTE SUJETO HABLANDO HUEVAS,47,249,0,1,1,1.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,2
307,1,55771E+18,@MashiRafael Y DONDE ESTA TODA LA PLATA QUE HABLA ES POBRE SUJETO O QUE SE FUMÓ PARA FUMAR YO TAMBIÉN NO HAY MEDICINAS EN LOS HOSPITALES LA EDUCACIÓN ESAT POR LOS SUELOS NO HAY TRABAJO LA DELINCUENCIA ES PAN DE CADA DÍA Y ESTE SUJETO HABLANDO HUEVAS,47,249,0,2,0,3.00,0.00,5.00,0.50,8.00,0.00,0.00,0.50,1,0,0,0,0,0,2
308,1,55771E+18,@Meluzambrano Debes extrañar,3,28,0,1,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,2
309,1,55771E+18,está es la diferencia !!,5,24,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2
310,1,55771E+18,Ahora se persigue a delincuencia,5,32,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2
311,1,55771E+18,@Meluzambrano Debes extrañar... Durante 16 años #RCD y su gobierno convivían con corrupción, guerrilla, narco,justicia,etc. Ahora se persigue a delincuencia....está es la diferencia !!,24,184,1,1,1,5.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1,1,0,0,0,0,2
312,1,55771E+18,Durante 16 años #RCD y su gobierno convivían con corrupción, guerrilla, narco,justicia,etc,12,90,0,2,1,2.50,0.00,2.50,0.00,12.50,0.00,12.50,0.00,0,1,0,0,0,0,2
313,1,55772E+18,Ya basta!!!!!,2,13,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
314,1,55772E+18,Exigimos desterrar la delincuencia,4,34,0,1,0,2.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
315,1,55772E+18,Los ecuatorianos pagamos su sueldo,5,34,0,1,0,4.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
316,1,55772E+18,Ya basta!!!!!,2,13,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
317,1,55772E+18,Exigimos desterrar la delincuencia,4,34,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
318,1,55772E+18,Los ecuatorianos pagamos su sueldo,5,34,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
319,1,55772E+18,Los ecuatorianos pagamos su sueldo,5,34,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
320,1,55772E+18,@PoliciaEcuador Por dios ya hagan algo,6,38,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,1
321,1,55772E+18,@PoliciaEcuador Por dios ya hagan algo. Los ecuatorianos pagamos su sueldo. Exigimos desterrar la delincuencia. Ya basta!!!!!,17,125,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,1
322,1,55773E+18,SERA QUE ESTE HUEV,4,18,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,1
323,1,55773E+18,Vive en otro país o en otro planeta?,8,36,0,1,0,1.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,1
324,1,55773E+18,SERA QUE ESTE HUEV,4,18,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,1
325,1,55773E+18,Vive en otro país o en otro planeta?,8,36,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,1
326,1,55773E+18,Me preguntó en qué país vive Guillermo LASSO? Acaso está dopado cuando dice que el desempleo a decrecido, la seguridad ha subido, la delincuencia casi ya no existe, el sicariato de a poco desaparece,34,198,0,2,1,0.00,0.00,4.50,2.50,0.00,0.00,0.50,12.50,0,0,0,0,0,1,1
327,1,55773E+18,Me preguntó en qué país vive Guillermo LASSO? Acaso está dopado cuando dice que el desempleo a decrecido, la seguridad ha subido, la delincuencia casi ya no existe, el sicariato de a poco desaparece. SERA QUE ESTE HUEV... Vive en otro país o en otro planeta?,46,258,0,2,1,0.00,0.00,4.50,2.50,0.00,0.00,0.50,12.50,0,0,0,0,0,1,1
328,1,55773E+18,Me preguntó en qué país vive Guillermo LASSO? Acaso está dopado cuando dice que el desempleo a decrecido, la seguridad ha subido, la delincuencia casi ya no existe, el sicariato de a poco desaparece,34,198,0,1,0,2.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,1
329,1,55773E+18,Me preguntó en qué país vive Guillermo LASSO? Acaso está dopado cuando dice que el desempleo a decrecido, la seguridad ha subido, la delincuencia casi ya no existe, el sicariato de a poco desaparece. SERA QUE ESTE HUEV... Vive en otro país o en otro planeta?,46,258,0,1,0,2.00,0.00,5.00,1.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,1
330,1,55773E+18,@marcelaguinaga Todo esto por estar en la Robolucion Cuidadana, no me sorprendería si ustedes y su delincuencia organizada le enviaron ese mensaje.,22,147,1,2,1,0.00,0.00,4.00,2.50,0.00,0.00,2.00,12.50,1,0,0,0,0,0,2
331,1,55773E+18,@marcelaguinaga Todo esto por estar en la Robolucion Cuidadana, no me sorprendería si ustedes y su delincuencia organizada le enviaron ese mensaje,22,146,0,1,0,1.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,0,2
332,1,55774E+18,Así no más, la delincuencia,5,27,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1,0,2,1
333,1,55774E+18,Así no más, la delincuencia,5,27,0,2,1,0.00,0.00,4.50,0.00,0.00,0.00,0.50,0.00,0,0,0,1,0,2,1
334,1,55774E+18,El presunto asesino es un joven de no más de 20 años, llama negocio al sicariato. Así no más, la delincuencia,21,109,1,2,1,2.50,0.00,4.50,0.00,12.50,0.00,0.50,0.00,0,0,0,1,0,2,1
335,1,55774E+18,El presunto asesino es un joven de no más de 20 años, llama negocio al sicariato. Así no más, la delincuencia,21,109,1,1,0,5.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1,0,2,1
336,1,55774E+18,El presunto asesino es un joven de no más de 20 años, llama negocio al sicariato,16,80,0,2,1,4.00,0.00,1.00,1.50,2.00,0.00,2.00,4.50,0,0,0,1,0,2,1
337,1,55774E+18,El presunto asesino es un joven de no más de 20 años, llama negocio al sicariato,16,80,0,1,0,5.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1,0,2,1
338,1,55774E+18,@LoloMino En todo gobierno de todo corte hay escándalos🌎, porque es imposible que todas las personas en su 100% sea proba...De ahí a tener un plan para convencer a la gente con sus huevadas y en el fondo sea inundar de narcos el país y liberar la delincu,48,255,1,2,1,1.00,2.00,2.50,3.00,2.00,8.00,12.50,8.00,1,0,0,1,0,0,2
339,1,55774E+18,@LoloMino En todo gobierno de todo corte hay escándalos🌎, porque es imposible que todas las personas en su 100% sea proba...De ahí a tener un plan para convencer a la gente con sus huevadas y en el fondo sea inundar de narcos el país y liberar la delincu,48,255,1,1,0,2.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,1,0,0,1,0,0,2
340,1,55774E+18,@LoloMino En todo gobierno de todo corte hay escándalos🌎, porque es imposible que todas las personas en su 100% sea proba,21,122,0,2,1,0.50,0.00,1.50,2.50,0.50,0.00,4.50,12.50,1,0,0,1,0,0,2
341,1,55774E+18,De ahí a tener un plan para convencer a la gente con sus huevadas y en el fondo sea inundar de narcos el país y liberar la delincu,28,130,0,2,1,0.50,0.00,4.00,0.00,0.50,0.00,2.00,0.00,0,0,0,1,0,0,2
342,1,55774E+18,@LoloMino En todo gobierno de todo corte hay escándalos🌎, porque es imposible que todas las personas en su 100% sea proba,21,122,0,1,0,5.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1,0,0,1,0,0,2
343,1,55774E+18,De ahí a tener un plan para convencer a la gente con sus huevadas y en el fondo sea inundar de narcos el país y liberar la delincu,28,130,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,1,0,0,2
344,1,55775E+18,Todos los años pasa,4,19,0,1,0,2.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
345,1,55775E+18,Todos los años la misma cantaleta,6,33,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
346,1,55775E+18,¿Se ha hecho algo verdadero al respecto? - No,9,45,0,1,0,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
347,1,55775E+18,Todos los años pasa,4,19,0,2,1,0.00,0.00,3.00,0.00,0.00,0.00,8.00,0.00,0,0,0,0,0,0,1
348,1,55775E+18,Todos los años la misma cantaleta,6,33,0,2,1,0.50,0.00,4.00,0.00,0.50,0.00,2.00,0.00,0,0,0,0,0,0,1
349,1,55775E+18,¿Se ha hecho algo verdadero al respecto? - No,9,45,0,2,1,1.00,0.00,4.00,0.50,2.00,0.00,2.00,0.50,0,0,0,0,0,0,1
350,1,55775E+18,Y no se mal entienda, las barras en el fútbol siempre estarán, pero hay energúmenos infiltrados confundiendose como delincuencia organizada,20,139,0,2,1,2.00,0.00,4.50,0.50,2.00,0.00,0.50,0.50,0,0,0,0,0,0,1
351,1,55775E+18,Todos los años la misma cantaleta. Todos los años pasa. Y no se mal entienda, las barras en el fútbol siempre estarán, pero hay energúmenos infiltrados confundiendose como delincuencia organizada. ¿Se ha hecho algo verdadero al respecto? - No.,39,243,0,2,1,2.00,2.50,4.00,1.50,8.00,12.50,2.00,4.50,0,0,0,0,0,0,1
352,1,55775E+18,Y no se mal entienda, las barras en el fútbol siempre estarán, pero hay energúmenos infiltrados confundiendose como delincuencia organizada,20,139,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
353,1,55775E+18,Todos los años la misma cantaleta. Todos los años pasa. Y no se mal entienda, las barras en el fútbol siempre estarán, pero hay energúmenos infiltrados confundiendose como delincuencia organizada. ¿Se ha hecho algo verdadero al respecto? - No.,39,243,0,1,0,4.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,1
354,1,55776E+18,#SeguridadDeQuito Articulamos acciones con la @PoliciaEcuador y @asobancos para generar un plan integral de seguridad para combatir la delincuencia,19,147,0,2,1,2.50,0.00,4.50,1.50,0.50,0.00,0.50,0.50,2,1,0,1,4,8,1
355,1,55776E+18,#SeguridadDeQuito Articulamos acciones con la @PoliciaEcuador y @asobancos para generar un plan integral de seguridad para combatir la delincuencia. https://t.co/OJabmbkuPv,20,172,0,2,1,2.50,0.00,4.50,1.50,0.50,0.00,0.50,0.50,2,1,1,1,4,8,1
356,1,55776E+18,#SeguridadDeQuito Articulamos acciones con la @PoliciaEcuador y @asobancos para generar un plan integral de seguridad para combatir la delincuencia,19,147,0,1,0,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,1,0,1,4,8,1
357,1,55776E+18,No esta bien el asesinato y peo justificado,8,43,0,1,0,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
358,1,55776E+18,@FerminVaca Los que hicieron leyes a favor de la delincuencia son los coristas mismo..... No esta bien el asesinato y peo justificado..... Pero los amantes de los delincuentes son la izquierda jajajajaja,32,203,1,2,1,0.50,1.00,5.00,0.00,0.50,2.00,0.00,0.00,1,0,0,0,0,1,2
359,1,55776E+18,@FerminVaca Los que hicieron leyes a favor de la delincuencia son los coristas mismo..... No esta bien el asesinato y peo justificado..... Pero los amantes de los delincuentes son la izquierda jajajajaja,32,203,1,1,0,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
360,1,55776E+18,No esta bien el asesinato y peo justificado,8,43,0,2,1,1.00,0.00,4.50,0.50,2.00,0.00,0.50,0.50,0,0,0,0,0,1,2
361,1,55776E+18,Pero los amantes de los delincuentes son la izquierda jajajajaja,10,64,0,2,1,0.00,0.00,4.50,0.00,0.00,0.00,0.50,0.00,0,0,0,0,0,1,2
362,1,55776E+18,@FerminVaca Los que hicieron leyes a favor de la delincuencia son los coristas mismo,14,84,0,2,1,0.50,0.50,4.50,0.00,0.50,0.50,0.50,0.00,1,0,0,0,0,1,2
363,1,55776E+18,Pero los amantes de los delincuentes son la izquierda jajajajaja,10,64,0,1,0,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,1,2
364,1,55776E+18,@FerminVaca Los que hicieron leyes a favor de la delincuencia son los coristas mismo,14,84,0,1,0,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,1,0,0,0,0,1,2
365,1,55776E+18,Destrucción,vandalismo,asaltos a viviendas,amenazas,3,51,0,2,0,1.50,0.00,3.00,1.00,4.50,0.00,8.00,2.00,0,0,0,2,0,6,3
366,1,55776E+18,@estefan35808787 @LassoGuillermo Si,la delincuencia nos sobrepasa,6,65,0,2,0,0.00,0.00,2.50,0.50,0.00,0.00,12.50,0.50,2,0,0,2,0,6,3
367,1,55776E+18,Delincuencia,1,12,0,1,1,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0,0,0,2,0,6,3
368,1,55776E+18,Destrucción,vandalismo,asaltos a viviendas,amenazas,3,51,0,2,1,2.50,0.00,2.50,0.00,12.50,0.00,12.50,0.00,0,0,0,2,0,6,3
369,1,55776E+18,@estefan35808787 @LassoGuillermo Si,la delincuencia nos sobrepasa,6,65,0,2,1,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,2,0,0,2,0,6,3
370,1,55776E+18,En cuanto a las protestas, otra cosa es acá en Quito,11,52,0,2,1,5.00,0.00,0.50,0.00,0.00,0.00,0.50,0.00,0,0,0,2,0,6,3
371,1,55776E+18,Viví en angustia con mi hijo en el Oriente trasladándose a trabajar,12,67,0,2,1,2.50,0.00,2.50,0.00,12.50,0.00,12.50,0.00,0,0,0,2,0,6,3
372,1,55776E+18,@estefan35808787 @LassoGuillermo Si,la delincuencia nos sobrepasa. En cuanto a las protestas, otra cosa es acá en Quito.Destrucción,vandalismo,asaltos a viviendas,amenazas. Viví en angustia con mi hijo en el Oriente trasladándose a trabajar. Delincuencia,32,254,0,2,1,3.50,0.00,2.50,0.50,4.50,0.00,12.50,0.50,2,0,0,2,0,6,3
373,1,55776E+18,En cuanto a las protestas, otra cosa es acá en Quito,11,52,0,2,0,0.50,0.00,3.00,0.00,0.50,0.00,2.00,0.00,0,0,0,2,0,6,3
374,1,55776E+18,Viví en angustia con mi hijo en el Oriente trasladándose a trabajar,12,67,0,2,0,1.50,0.00,3.50,0.50,4.50,0.00,4.50,0.50,0,0,0,2,0,6,3
375,1,55776E+18,@estefan35808787 @LassoGuillermo Si,la delincuencia nos sobrepasa. En cuanto a las protestas, otra cosa es acá en Quito.Destrucción,vandalismo,asaltos a viviendas,amenazas. Viví en angustia con mi hijo en el Oriente trasladándose a trabajar. Delincuencia,32,254,0,2,0,2.00,0.00,4.50,1.50,0.00,0.00,0.50,4.50,2,0,0,2,0,6,3
376,1,55777E+18,Que estrés por Dios! Delincuencia por todo lado 😡😡😡😭😭,9,58,0,2,0,0.00,0.00,3.50,2.00,0.00,0.00,4.50,8.00,0,0,0,1,0,1,1
377,1,55777E+18,Estoy estresada porque mi hijo, su novia y amigos van a Tonsupa, me da miedo...Que estrés por Dios! Delincuencia por todo lado 😡😡😡😭😭.,23,138,1,2,1,2.00,0.00,2.50,1.50,8.00,0.00,12.50,0.50,0,0,0,1,0,1,1
